## Tue Jul 25 22:27:11 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 1129 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Synpcc7942_1985	1140.Synpcc7942_1985	1.14e-227	625.0	COG3001@1|root,COG3001@2|Bacteria,1G040@1117|Cyanobacteria,1GZY8@1129|Synechococcus	1129|Synechococcus	G	COG3001 Fructosamine-3-kinase	-	-	-	-	-	-	-	-	-	-	-	-	Fructosamin_kin
Synpcc7942_1986	1140.Synpcc7942_1986	0.0	870.0	COG0612@1|root,COG0612@2|Bacteria,1G19T@1117|Cyanobacteria,1H3X4@1129|Synechococcus	1129|Synechococcus	S	Belongs to the peptidase M16 family	-	-	-	ko:K07263	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C
Synpcc7942_1987	1140.Synpcc7942_1987	9.65e-62	190.0	2CHD0@1|root,32S5S@2|Bacteria,1G7NT@1117|Cyanobacteria,1H13R@1129|Synechococcus	1129|Synechococcus	-	-	rpaC	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1988	1140.Synpcc7942_1988	1.23e-276	756.0	2EWN3@1|root,33Q00@2|Bacteria,1GCEK@1117|Cyanobacteria,1GZ9F@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_1989	1140.Synpcc7942_1989	7.54e-211	583.0	COG0053@1|root,COG0053@2|Bacteria,1G0RT@1117|Cyanobacteria,1GYAY@1129|Synechococcus	1129|Synechococcus	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	-	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
Synpcc7942_1990	1140.Synpcc7942_1990	4.99e-145	410.0	COG2119@1|root,COG2119@2|Bacteria,1G2DY@1117|Cyanobacteria,1H0VW@1129|Synechococcus	1129|Synechococcus	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	UPF0016
Synpcc7942_1991	1140.Synpcc7942_1991	1.31e-84	250.0	COG1970@1|root,COG1970@2|Bacteria,1G829@1117|Cyanobacteria,1H3ZE@1129|Synechococcus	1129|Synechococcus	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell	mscL	-	-	ko:K03282	-	-	-	-	ko00000,ko02000	1.A.22.1	-	-	MscL
Synpcc7942_1992	1140.Synpcc7942_1992	6.5e-246	676.0	COG0182@1|root,COG0182@2|Bacteria,1G2JX@1117|Cyanobacteria,1GZZC@1129|Synechococcus	1129|Synechococcus	J	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)	mtnA	-	5.3.1.23	ko:K08963	ko00270,ko01100,map00270,map01100	M00034	R04420	RC01151	ko00000,ko00001,ko00002,ko01000	-	-	-	IF-2B
Synpcc7942_1993	1140.Synpcc7942_1993	3.45e-145	409.0	COG0235@1|root,COG0235@2|Bacteria,1G5M3@1117|Cyanobacteria,1H3Y3@1129|Synechococcus	1129|Synechococcus	H	Catalyzes the dehydration of methylthioribulose-1- phosphate (MTRu-1-P) into 2,3-diketo-5-methylthiopentyl-1- phosphate (DK-MTP-1-P)	mtnB	-	4.2.1.109	ko:K08964	ko00270,ko01100,map00270,map01100	M00034	R07392	RC01939	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldolase_II
Synpcc7942_1994	1140.Synpcc7942_1994	3.27e-168	470.0	COG4229@1|root,COG4229@2|Bacteria,1G59P@1117|Cyanobacteria,1H3Y4@1129|Synechococcus	1129|Synechococcus	F	Bifunctional enzyme that catalyzes the enolization of 2,3-diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK- MTPene)	-	-	3.1.3.77	ko:K09880	ko00270,ko01100,map00270,map01100	M00034	R07395	RC02779	ko00000,ko00001,ko00002,ko01000	-	-	-	Hydrolase
Synpcc7942_1995	1140.Synpcc7942_1995	8.46e-153	429.0	COG0139@1|root,COG0140@1|root,COG0139@2|Bacteria,COG0140@2|Bacteria,1G02G@1117|Cyanobacteria,1GYEJ@1129|Synechococcus	1129|Synechococcus	E	Histidine biosynthesis bifunctional protein HisIE	hisI	-	3.5.4.19,3.6.1.31	ko:K11755	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035,R04037	RC00002,RC01055	ko00000,ko00001,ko00002,ko01000	-	-	-	PRA-CH,PRA-PH
Synpcc7942_1997	1140.Synpcc7942_1997	5.69e-44	142.0	2E3E5@1|root,32YD8@2|Bacteria,1G93B@1117|Cyanobacteria,1H11T@1129|Synechococcus	1129|Synechococcus	S	High light inducible protein	hliA	-	-	-	-	-	-	-	-	-	-	-	Chloroa_b-bind
Synpcc7942_1999	1140.Synpcc7942_1999	1.75e-62	191.0	COG0724@1|root,COG0724@2|Bacteria,1G7Q7@1117|Cyanobacteria,1H17G@1129|Synechococcus	1129|Synechococcus	S	RNA-binding protein	rbpD	-	-	-	-	-	-	-	-	-	-	-	RRM_1
Synpcc7942_2000	1140.Synpcc7942_2000	0.0	1447.0	COG0744@1|root,COG0744@2|Bacteria,1G25G@1117|Cyanobacteria,1GZ4Z@1129|Synechococcus	1129|Synechococcus	M	penicillin-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	FHA,Transgly,Transpeptidase
Synpcc7942_2001	1140.Synpcc7942_2001	3.34e-178	498.0	COG0850@1|root,COG0850@2|Bacteria,1G1JG@1117|Cyanobacteria,1H0R2@1129|Synechococcus	1129|Synechococcus	D	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization	minC	-	-	ko:K03610	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	MinC_C
Synpcc7942_2004	1140.Synpcc7942_2004	3.87e-128	365.0	COG1595@1|root,COG1595@2|Bacteria,1G34M@1117|Cyanobacteria,1H0TD@1129|Synechococcus	1129|Synechococcus	K	Belongs to the sigma-70 factor family. ECF subfamily	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4,Sigma70_r4_2
Synpcc7942_2005	1140.Synpcc7942_2005	6.33e-188	523.0	COG5343@1|root,COG5343@2|Bacteria,1G5KT@1117|Cyanobacteria,1H0RR@1129|Synechococcus	1129|Synechococcus	S	Anti-sigma-K factor rskA	-	-	-	-	-	-	-	-	-	-	-	-	RskA
Synpcc7942_2006	1140.Synpcc7942_2006	6.31e-70	220.0	COG1193@1|root,COG1193@2|Bacteria,1G5WM@1117|Cyanobacteria,1H4BY@1129|Synechococcus	1129|Synechococcus	L	negative regulation of DNA recombination	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_2007	1140.Synpcc7942_2007	3.48e-114	327.0	COG0669@1|root,COG0669@2|Bacteria,1G4Z8@1117|Cyanobacteria,1H0IQ@1129|Synechococcus	1129|Synechococcus	F	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate	coaD	-	2.7.7.3	ko:K00954	ko00770,ko01100,map00770,map01100	M00120	R03035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
Synpcc7942_2008	1140.Synpcc7942_2008	1.55e-114	328.0	COG1853@1|root,COG1853@2|Bacteria,1G2RV@1117|Cyanobacteria,1GYSV@1129|Synechococcus	1129|Synechococcus	S	COG1853 Conserved protein domain typically associated with flavoprotein oxygenases, DIM6 NTAB family	-	-	-	-	-	-	-	-	-	-	-	-	Flavin_Reduct
Synpcc7942_2009	1140.Synpcc7942_2009	0.0	1223.0	COG0419@1|root,COG0419@2|Bacteria,1G281@1117|Cyanobacteria,1GZS8@1129|Synechococcus	1129|Synechococcus	L	RecF RecN SMC N terminal domain	-	-	-	ko:K03546	-	-	-	-	ko00000,ko03400	-	-	-	AAA_15,AAA_23,SMC_N
Synpcc7942_2010	1140.Synpcc7942_2010	1.7e-154	433.0	COG2010@1|root,COG2010@2|Bacteria,1G4ZP@1117|Cyanobacteria,1GZ80@1129|Synechococcus	1129|Synechococcus	C	Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II	psbV	-	-	ko:K02720	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	Cytochrom_C550
Synpcc7942_2011	1140.Synpcc7942_2011	1.42e-290	792.0	COG1234@1|root,COG1234@2|Bacteria,1G16X@1117|Cyanobacteria,1GYYY@1129|Synechococcus	1129|Synechococcus	J	Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA	rnz	-	3.1.26.11	ko:K00784	ko03013,map03013	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	Lactamase_B_2
Synpcc7942_2012	1140.Synpcc7942_2012	1.89e-293	801.0	COG2385@1|root,COG2385@2|Bacteria,1G2FP@1117|Cyanobacteria,1GZ9N@1129|Synechococcus	1129|Synechococcus	D	COG2385 Sporulation protein and related proteins	spoIID	-	-	ko:K06381	-	-	-	-	ko00000	-	-	-	SpoIID
Synpcc7942_2013	1140.Synpcc7942_2013	2.48e-91	270.0	COG0823@1|root,COG0823@2|Bacteria,1G5RG@1117|Cyanobacteria,1H1DE@1129|Synechococcus	1129|Synechococcus	U	WD40-like Beta Propeller Repeat	-	-	-	-	-	-	-	-	-	-	-	-	PD40
Synpcc7942_2014	1140.Synpcc7942_2014	6.19e-91	271.0	COG0823@1|root,COG0823@2|Bacteria,1G5PS@1117|Cyanobacteria,1H0JI@1129|Synechococcus	1129|Synechococcus	U	COG0823 Periplasmic component of the Tol biopolymer transport system	-	-	-	-	-	-	-	-	-	-	-	-	PD40
Synpcc7942_2015	1140.Synpcc7942_2015	1.28e-189	527.0	2901P@1|root,2ZMRW@2|Bacteria,1G572@1117|Cyanobacteria,1GZI6@1129|Synechococcus	1129|Synechococcus	S	Ycf66 protein N-terminus	-	-	-	-	-	-	-	-	-	-	-	-	Ycf66_N
Synpcc7942_2017	1140.Synpcc7942_2017	2.02e-62	191.0	COG0762@1|root,COG0762@2|Bacteria,1G7Q2@1117|Cyanobacteria,1H0RP@1129|Synechococcus	1129|Synechococcus	S	integral membrane protein	-	-	-	ko:K02221	-	-	-	-	ko00000,ko02044	-	-	-	YGGT
Synpcc7942_2018	1140.Synpcc7942_2018	2.25e-45	147.0	2BWAA@1|root,32SHI@2|Bacteria,1G7QZ@1117|Cyanobacteria,1H1H8@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF3493)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3493
Synpcc7942_2019	1140.Synpcc7942_2019	2.89e-192	535.0	29BIQ@1|root,2ZYH1@2|Bacteria,1G5Q7@1117|Cyanobacteria,1H0V7@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_2020	1140.Synpcc7942_2020	0.0	1679.0	COG0532@1|root,COG0532@2|Bacteria,1G1WQ@1117|Cyanobacteria,1GZTZ@1129|Synechococcus	1129|Synechococcus	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	infB	-	-	ko:K02519	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	GTP_EFTU,IF-2,IF2_N
Synpcc7942_2021	1140.Synpcc7942_2021	1.79e-65	199.0	COG2740@1|root,COG2740@2|Bacteria,1G82M@1117|Cyanobacteria,1H1AW@1129|Synechococcus	1129|Synechococcus	K	nucleic-acid-binding protein implicated in transcription termination	-	-	-	ko:K07742	-	-	-	-	ko00000	-	-	-	DUF448
Synpcc7942_2022	1140.Synpcc7942_2022	9.09e-284	779.0	COG0195@1|root,COG0195@2|Bacteria,1G072@1117|Cyanobacteria,1GYFR@1129|Synechococcus	1129|Synechococcus	K	Participates in both transcription termination and antitermination	nusA	-	-	ko:K02600	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KH_5,NusA_N
Synpcc7942_2023	1140.Synpcc7942_2023	2.93e-102	296.0	COG0779@1|root,COG0779@2|Bacteria,1G5V8@1117|Cyanobacteria,1H180@1129|Synechococcus	1129|Synechococcus	J	Required for maturation of 30S ribosomal subunits	rimP	-	-	ko:K09748	-	-	-	-	ko00000,ko03009	-	-	-	DUF150,DUF150_C
Synpcc7942_2024	1140.Synpcc7942_2024	4.28e-224	615.0	COG1801@1|root,COG1801@2|Bacteria,1G2CT@1117|Cyanobacteria,1GZNF@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function DUF72	-	-	-	-	-	-	-	-	-	-	-	-	DUF72
Synpcc7942_2025	1140.Synpcc7942_2025	9.95e-268	732.0	COG0438@1|root,COG0438@2|Bacteria,1FZZP@1117|Cyanobacteria,1GYTT@1129|Synechococcus	1129|Synechococcus	M	Glycosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
Synpcc7942_2026	1140.Synpcc7942_2026	0.0	931.0	COG2148@1|root,COG2148@2|Bacteria,1G67M@1117|Cyanobacteria,1H45N@1129|Synechococcus	1129|Synechococcus	M	Bacterial sugar transferase	-	-	-	ko:K03606	ko05111,map05111	-	-	-	ko00000,ko00001	-	-	-	Bac_transf,CoA_binding_3
Synpcc7942_2027	1140.Synpcc7942_2027	6.67e-186	515.0	COG1216@1|root,COG1216@2|Bacteria,1G9WK@1117|Cyanobacteria,1H1HR@1129|Synechococcus	1129|Synechococcus	S	Glycosyl transferase family 2	-	-	-	ko:K13683	-	-	-	-	ko00000,ko01000,ko01003	-	GT2	-	Glycos_transf_2
Synpcc7942_2028	1140.Synpcc7942_2028	1.35e-261	716.0	COG0438@1|root,COG0438@2|Bacteria,1G24T@1117|Cyanobacteria,1GYY2@1129|Synechococcus	1129|Synechococcus	M	Glycosyltransferase Family 4	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1
Synpcc7942_2029	1140.Synpcc7942_2029	0.0	1041.0	COG0166@1|root,COG0166@2|Bacteria,1G0E5@1117|Cyanobacteria,1GYTZ@1129|Synechococcus	1129|Synechococcus	F	Belongs to the GPI family	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
Synpcc7942_2030	1140.Synpcc7942_2030	4.31e-179	498.0	COG0448@1|root,COG0448@2|Bacteria,1G0JJ@1117|Cyanobacteria,1GYMP@1129|Synechococcus	1129|Synechococcus	G	Belongs to the phycobilisome linker protein family	cpcG1	-	-	ko:K02290	ko00196,ko01100,map00196,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	PBS_linker_poly
Synpcc7942_2031	1140.Synpcc7942_2031	1.87e-138	391.0	28IBS@1|root,2Z8E6@2|Bacteria,1G07P@1117|Cyanobacteria,1GZV0@1129|Synechococcus	1129|Synechococcus	H	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	-	GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0017006,GO:0017007,GO:0017009,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564	-	-	-	-	-	-	-	-	-	-	CpeS
Synpcc7942_2032	1140.Synpcc7942_2032	1.02e-280	768.0	COG0477@1|root,COG2814@2|Bacteria,1G41I@1117|Cyanobacteria,1GZYI@1129|Synechococcus	1129|Synechococcus	EGP	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1,MFS_2,Sugar_tr
Synpcc7942_2033	1140.Synpcc7942_2033	4.66e-164	459.0	COG0500@1|root,COG2226@2|Bacteria,1GE77@1117|Cyanobacteria,1H1KS@1129|Synechococcus	1129|Synechococcus	Q	methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_2034	1140.Synpcc7942_2034	2.33e-301	821.0	COG1819@1|root,COG1819@2|Bacteria,1G036@1117|Cyanobacteria,1H2Z5@1129|Synechococcus	1129|Synechococcus	CG	UDP-glucoronosyl and UDP-glucosyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_28,UDPGT
Synpcc7942_2035	1140.Synpcc7942_2035	3.31e-267	729.0	COG4638@1|root,COG4638@2|Bacteria,1G4T7@1117|Cyanobacteria,1H40B@1129|Synechococcus	1129|Synechococcus	P	Rieske [2Fe-2S] domain	-	-	-	-	-	-	-	-	-	-	-	-	Rieske
Synpcc7942_2036	1140.Synpcc7942_2036	2.12e-253	693.0	COG4638@1|root,COG4638@2|Bacteria,1G45U@1117|Cyanobacteria,1H40C@1129|Synechococcus	1129|Synechococcus	P	Rieske [2Fe-2S] domain	-	-	-	-	-	-	-	-	-	-	-	-	Rieske
Synpcc7942_2037	1140.Synpcc7942_2037	1.58e-154	433.0	COG1073@1|root,COG1073@2|Bacteria,1G55N@1117|Cyanobacteria,1H3RQ@1129|Synechococcus	1129|Synechococcus	S	alpha beta	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_2040	1140.Synpcc7942_2040	3.3e-176	490.0	COG1489@1|root,COG1489@2|Bacteria,1G1PM@1117|Cyanobacteria,1GZH6@1129|Synechococcus	1129|Synechococcus	S	Belongs to the SfsA family	sfsA	-	-	ko:K06206	-	-	-	-	ko00000	-	-	-	SfsA
Synpcc7942_2041	1140.Synpcc7942_2041	0.0	1006.0	COG0728@1|root,COG0728@2|Bacteria,1G1MF@1117|Cyanobacteria,1GZGS@1129|Synechococcus	1129|Synechococcus	S	Involved in peptidoglycan biosynthesis. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane	murJ	-	-	ko:K03980	-	-	-	-	ko00000,ko01011,ko02000	2.A.66.4	-	-	MVIN
Synpcc7942_2043	1140.Synpcc7942_2043	1.63e-99	288.0	COG1586@1|root,COG1586@2|Bacteria,1G8WT@1117|Cyanobacteria,1H09U@1129|Synechococcus	1129|Synechococcus	H	Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine	speH	-	4.1.1.50	ko:K01611	ko00270,ko00330,ko01100,map00270,map00330,map01100	M00034,M00133	R00178	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	AdoMet_dc
Synpcc7942_2044	1140.Synpcc7942_2044	8.78e-195	545.0	COG1873@1|root,COG1873@2|Bacteria,1G2EH@1117|Cyanobacteria,1GZ2Y@1129|Synechococcus	1129|Synechococcus	S	PRC-barrel domain protein	-	-	-	-	-	-	-	-	-	-	-	-	PRC
Synpcc7942_2045	1140.Synpcc7942_2045	0.0	1756.0	COG1196@1|root,COG1196@2|Bacteria,1G19I@1117|Cyanobacteria,1GYKX@1129|Synechococcus	1129|Synechococcus	D	Required for chromosome condensation and partitioning	smc	-	-	ko:K03529	-	-	-	-	ko00000,ko03036	-	-	-	SMC_N,SMC_hinge
Synpcc7942_2046	1140.Synpcc7942_2046	2.05e-86	254.0	COG0509@1|root,COG0509@2|Bacteria,1G78F@1117|Cyanobacteria,1H0HU@1129|Synechococcus	1129|Synechococcus	E	The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein	gcvH	-	-	ko:K02437	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200	M00532	R01221	RC00022,RC02834	ko00000,ko00001,ko00002	-	-	-	GCV_H
Synpcc7942_2047	1140.Synpcc7942_2047	0.0	1911.0	COG0403@1|root,COG1003@1|root,COG0403@2|Bacteria,COG1003@2|Bacteria,1G1HW@1117|Cyanobacteria,1GYMF@1129|Synechococcus	1129|Synechococcus	E	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor	gcvP	-	1.4.4.2	ko:K00281	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200	M00532	R01221,R03425	RC00022,RC00929,RC02834,RC02880	ko00000,ko00001,ko00002,ko01000	-	-	-	GDC-P
Synpcc7942_2048	1140.Synpcc7942_2048	0.0	1524.0	COG2885@1|root,COG2885@2|Bacteria,1FZXJ@1117|Cyanobacteria,1GYTE@1129|Synechococcus	1129|Synechococcus	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	psaB	-	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
Synpcc7942_2049	1140.Synpcc7942_2049	0.0	1571.0	COG2885@1|root,COG2885@2|Bacteria,1G1ET@1117|Cyanobacteria,1GZGA@1129|Synechococcus	1129|Synechococcus	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	psaA	-	-	ko:K02689	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB
Synpcc7942_2050	1140.Synpcc7942_2050	0.0	909.0	COG0508@1|root,COG0508@2|Bacteria,1G0YZ@1117|Cyanobacteria,1H4BZ@1129|Synechococcus	1129|Synechococcus	C	dehydrogenase complex catalyzes the overall conversion of	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_2051	1140.Synpcc7942_2051	0.0	984.0	COG2251@1|root,COG2251@2|Bacteria,1G03D@1117|Cyanobacteria,1GYWA@1129|Synechococcus	1129|Synechococcus	S	nuclease (RecB family)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4332,RNase_H_2
Synpcc7942_2052	1140.Synpcc7942_2052	5.71e-204	565.0	COG1173@1|root,COG1173@2|Bacteria,1G1EI@1117|Cyanobacteria,1GYQW@1129|Synechococcus	1129|Synechococcus	P	COG1173 ABC-type dipeptide oligopeptide nickel transport systems, permease components	dppC	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
Synpcc7942_2053	1140.Synpcc7942_2053	0.0	1332.0	COG1506@1|root,COG1506@2|Bacteria,1G200@1117|Cyanobacteria,1GYDR@1129|Synechococcus	1129|Synechococcus	E	COG1506 Dipeptidyl aminopeptidases acylaminoacyl-peptidases	-	-	-	-	-	-	-	-	-	-	-	-	PD40,Peptidase_S9
Synpcc7942_2054	1140.Synpcc7942_2054	5.64e-227	625.0	COG0500@1|root,COG2226@2|Bacteria,1FZVA@1117|Cyanobacteria,1H465@1129|Synechococcus	1129|Synechococcus	Q	O-methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
Synpcc7942_2055	1140.Synpcc7942_2055	2.92e-296	808.0	COG0654@1|root,COG0654@2|Bacteria,1FZY0@1117|Cyanobacteria,1GZJK@1129|Synechococcus	1129|Synechococcus	CH	hydroxylase	ubiH	-	-	ko:K03185	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04989,R08773	RC02670	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
Synpcc7942_2056	1140.Synpcc7942_2056	1.77e-85	251.0	2E5CC@1|root,3304D@2|Bacteria,1G91F@1117|Cyanobacteria,1H1JU@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF2949)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2949
Synpcc7942_2057	1140.Synpcc7942_2057	1.04e-132	378.0	COG0344@1|root,COG0344@2|Bacteria,1G3HV@1117|Cyanobacteria,1GYXY@1129|Synechococcus	1129|Synechococcus	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
Synpcc7942_2058	1140.Synpcc7942_2058	5.78e-175	489.0	COG0345@1|root,COG0345@2|Bacteria,1FZW1@1117|Cyanobacteria,1GYEH@1129|Synechococcus	1129|Synechococcus	E	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	proC	-	1.5.1.2	ko:K00286	ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230	M00015	R01248,R01251,R03291,R03293	RC00054,RC00083	ko00000,ko00001,ko00002,ko01000	-	-	-	F420_oxidored,P5CR_dimer
Synpcc7942_2059	269084.syc2034_d	1.04e-130	372.0	COG1799@1|root,COG1799@2|Bacteria,1G556@1117|Cyanobacteria,1GZ8A@1129|Synechococcus	1129|Synechococcus	D	Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA	sepF	-	-	ko:K09772	-	-	-	-	ko00000,ko03036	-	-	-	SepF
Synpcc7942_2060	1140.Synpcc7942_2060	3.15e-153	431.0	COG0325@1|root,COG0325@2|Bacteria,1G0GQ@1117|Cyanobacteria,1GYEP@1129|Synechococcus	1129|Synechococcus	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	-	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
